"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","167","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","169","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","171","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","175","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","180","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","183","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","186","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","187","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","190","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","192","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","200","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","203","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","204","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","207","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","214","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","218","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","220","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","221","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","33","3.988","93.9","3.0",".",".",".",".",".","3.0",".",".",".",".",".",".",".","."
"812","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","26","3.350","15.4","38.5","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","26","3.327","19.2","26.9","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","28","3.370","17.9","35.7","42.9",".",".",".",".",".",".",".",".",".",".",".",".","3.6"
"Prin Int Med-Basic Clrkship","Course Total","","82","3.344","17.1","32.9","46.3","1.2",".",".",".",".",".",".",".",".",".",".",".","2.4"
"910","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","8","3.900","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"914","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"914","010","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","011","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","013","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Therapeutics I-Chronic Disease","Course Total","","37","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"916","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
