"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","",""
"948","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","012","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","043","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Clerk-CSC","Course Total","10","3.821","50.0","50.0",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"949","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Otolaryng Clerk-LaCros","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"954","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Periph Vasculr Clrk-CSC/VAH","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"956","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","002","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","012","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Plastc&RecnstrSurgClerk-CSC","Course Total","9","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"957","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Plastic Surgery-Marshfield","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"960","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Transplantation Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"961","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"961","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Burn Surgery Clrkshp (CSC)","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"962","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Surgery-CSC","Course Total","6","3.833","83.3",".","16.7",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"963","007","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"963","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"963","010","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","","","","","Page 383 of 407",""
