"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMAN ONCOLOGY","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","036","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","156","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ind Stdy-Hum Cancer Bio","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"922","005","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","009","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","011","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","041","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","042","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","043","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","045","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Radiation Oncology-CSC","Course Total","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
