"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","",""
"963","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Cardiac Surg Clerkship-CSC","Course Total","6","3.714","50.0","50.0","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"964","006","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"964","009","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"964","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"964","042","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"964","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Thoracic Surgery Clerk-CSC","Course Total","7","3.955","85.7","14.3","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"967","003","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","007","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","008","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","010","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"967","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Urology Clerkship-CSC","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
