"Radiation Oncology","Course Total","","8","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"","990
022","","1","***","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
038","","1","***","","","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Rsch in Human Cancer Bio","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","Dept. Total","","33","4.000","42.4","",".","",".",".","",".","",".","",".","54.5","",".",".","",".","3.0","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","5","***","","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Senior","","","9","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","","14","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Prof Yr 2","","","1","***","","","","","","","","","","","","","","","",".","",".","100.0","",".",".",".","."
"Prof Yr 4","","","16","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".",".","",".",".",".","."
"Professionals","","","17","",".","",".","",".",".","",".","",".","",".","94.1","",".",".","",".","5.9","",".",".",".","."
"","Dept. Total","","33","4.000","42.4","",".","",".",".","",".","",".","",".","54.5","",".",".","",".","3.0","",".",".",".","."
