"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHYSIOLOGY","Section","#","Ave","A","","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"762
PHYSIOL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"990","001","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","003","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","024","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","029","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","036","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","063","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","069","2","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","071","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","072","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","074","1","***","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","12","","",".","",".","",".",".","",".","",".","",".","83.3","",".",".",".",".",".",".","16.7","."
