"TERM : 1212","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2020-2021","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"","POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"810","POP HLTH","","","","","","","","","","","","","","","","","","","","","","","",""
"810","POP HLTH","Dept. Total
352","3.856","52.8","8.5","4.3","",".","",".","",".","",".","9.9","",".","21.3","",".","1.1","0.6",".","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"810","POP HLTH","","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","1","***","","","","","","","","","","","","","","",".","",".",".",".",".",".","."
