"TERM : 1212","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2020-2021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EMERGENCY MEDICINE","","Section
#","Ave","A","","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330","EMER MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330","EMER MED","Dept. Total
69","4.000","","1.4","",".","",".","",".","",".","",".","",".","98.6","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330","EMER MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Senior","1","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
