"","799
035","3","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","799
036","2","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","799
038","2","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Independent Study","Course Total","9","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"745
PHY THER","Dept. Total","480","3.805","55.0","18.1","2.9","",".","",".","",".","",".","",".","",".","24.0","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 1","","201","3.824","74.1","19.9","6.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","202","3.782","56.4","23.3","1.0","",".","",".","",".","",".","",".","",".","19.3","",".","",".","",".",".",".","."
"Prof Yr 3","","76","",".",".",".","",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Professionals","","479","3.804","54.9","18.2","2.9","",".","",".","",".","",".","",".","",".","24.0","",".","",".","",".",".",".","."
"","Dept. Total","480","3.805","55.0","18.1","2.9","",".","",".","",".","",".","",".","",".","24.0","",".","",".","",".",".",".","."
