"MED","","","","","","","","","","","","","","","","","","","",""
"MEDICAL SCIENCES - MED SCH Section","","#","Ave","A","","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","",""
"622
MED SC-M","Dept. Total","1141","","",".",".",".",".",".",".",".","94.4","0.3","3.6",".",".","0.4",".",".","1.4"
"Summary by Level","","#","Ave","A","","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","",""
"Senior","","7","","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Undergraduates","","7","","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Prof Yr 1","","380","","",".",".",".",".",".",".",".","91.8","0.3","6.8",".",".",".",".",".","1.1"
"Prof Yr 2","","351","","",".",".",".",".",".",".",".","96.6","0.6","1.1",".",".","0.3",".",".","1.4"
"Prof Yr 3","","329","","",".",".",".",".",".",".",".","95.7",".","1.2",".",".","0.9",".",".","2.1"
"Prof Yr 4","","74","","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Professionals","","1134","","",".",".",".",".",".",".",".","95.0","0.3","3.0",".",".","0.4",".",".","1.4"
"","Dept. Total","1141","","",".",".",".",".",".",".",".","94.4","0.3","3.6",".",".","0.4",".",".","1.4"
