"TERM : 1212","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2020-2021","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHESIOLOGY","","Section
#","Ave","A","","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","ANESTHES","Dept. Total
44","4.000","","6.8","",".","",".","",".","",".","",".","",".","93.2","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","","AB","","B","","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","1","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
