"TERM : 1212","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2020-2021","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"","MEDICAL MICROBIOL & IMMUN","Section
#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620","M M & I","","","","","","","","","","","","","","","","","","","","","",""
"620","M M & I","Dept. Total
362","3.719","61.6","11.6","9.4","1.7","0.8","0.8","",".","5.5","",".",".","",".","8.0","",".",".","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620","M M & I","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","3","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
