"TERM : 1212","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2020-2021","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","",""
"207
B M E","Dept. Total","992","3.766","61.2","18.4","7.2","1.0","0.6","0.2","",".","6.9","",".","2.8",".","1.4","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","63","3.652","54.0","30.2","12.7","1.6","1.6",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","159","3.704","59.1","25.2","14.5","0.6","0.6",".","",".",".","",".",".",".",".",".",".",".","."
"Senior","","607","3.768","68.0","18.8","6.1","1.3","0.7","0.3","",".",".","",".","4.4",".",".","0.3",".",".","."
"Undergraduates","","829","3.753","65.3","20.9","8.2","1.2","0.7","0.2","",".",".","",".","3.3",".",".","0.2",".",".","."
"Special","","1","***","","","","","","","","","","","",".","100.0",".",".",".",".","."
"Graduate","","186","3.885","33.9","5.4","1.6",".",".",".","",".","35.5","",".","15.6",".","7.0","0.5",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","","","50.0",".",".",".",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","","",".",".","50.0",".",".",".","."
"Prof Yr 4","","5","***","","","","","","","","","","","","40.0",".",".",".",".",".","."
"Professionals","","9","4.000","33.3",".",".",".",".",".","",".","22.2","",".","33.3",".","11.1",".",".",".","."
"","Dept. Total","1025","3.766","59.2","17.9","6.9","1.0","0.6","0.2","",".","6.6","",".","5.8","0.1","1.4","0.3",".",".","."
