"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"Toxicology I
625","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","190","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","199","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","206","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","214","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","216","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","218","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","229","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","230","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","231","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","241","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","242","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","249","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","78","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Improv for Scientists
710","002","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"902","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"902","063","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"MSTP Phys-Sci Preceptorship","Course Total","","3","***","","","","","","","","","","","","","","","",""
"MSTP Longitudinal Clerkship
903","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Ventilator Physiology
905","007","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"906","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"906","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"ACE Elderly Consult Elective","Course Total","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"907","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"907","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2021","","","","","","","","","","","","","","","","","","","Page 383 of 450",""
