"","920
008","","2","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
011","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
012","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","","6","3.864","66.7","33.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"RHAB MED
840","Dept. Total","","7","3.875","71.4","28.6","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","5","3.833","60.0","40.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","6","3.864","66.7","33.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","7","3.875","71.4","28.6","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
