"TERM : 1034","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2002-2003","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","218","3.591","47.2","29.4","11.5","3.7","2.8","0.5","",".","3.2","0.5",".","",".","0.9","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","2.500",".",".",".","100.0",".",".","",".",".",".",".","",".",".",".",".",".","."
"Junior","","16","3.133","31.3","18.8","18.8","6.3","12.5","6.3","",".","6.3",".",".","",".",".",".",".",".","."
"Senior","","37","3.400","32.4","35.1","10.8","8.1","8.1",".","",".","2.7","2.7",".","",".",".",".",".",".","."
"Undergraduates","","55","3.288","30.9","29.1","12.7","10.9","9.1","1.8","",".","3.6","1.8",".","",".",".",".",".",".","."
"Special","","5","3.500","40.0","20.0","40.0",".",".",".","",".",".",".",".","",".",".",".",".",".","."
"Graduate","","157","3.698","52.9","29.9","10.2","1.3","0.6",".","",".","3.2",".",".","",".","1.3","0.6",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".","",".",".",".",".","",".",".",".",".",".","."
"","Dept. Total","218","3.591","47.2","29.4","11.5","3.7","2.8","0.5","",".","3.2","0.5",".","",".","0.9","0.5",".",".","."
