"","990
013","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
022","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
036","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Rsch in Human Cancer Bio","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","","",""
"H ONCOL
480","Dept. Total","","26","4.000","42.3","",".","",".",".","",".","",".","",".","57.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","4","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","2","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","6","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","14","",".","",".","",".",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","2","4.000","50.0","",".","",".",".","",".","",".","",".","50.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","4.000","100.0","",".","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","5","4.000","80.0","",".","",".",".","",".","",".","",".","20.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","26","4.000","42.3","",".","",".",".","",".","",".","",".","57.7","",".",".","",".","",".","",".",".",".","."
