"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","",""
"790","045","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"790","046","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"790","047","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"790","048","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research & Thesis","Course Total","32","",".",".",".",".",".",".","",".","84.4",".",".",".","15.6",".",".",".","."
"890","020","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"890","026","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"890","027","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"890","028","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"890","030","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"890","036","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"890","037","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"890","038","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Pre-dissertation Research","Course Total","14","",".",".",".",".",".",".","",".","78.6",".",".",".","21.4",".",".",".","."
"990","028","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"990","030","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"990","037","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","3","***","","","","","","","","","","","","","","","","",""
"999
Advanced Independent Study","027","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"B M E
207","Dept. Total","345","3.504","39.7","24.3","15.9","4.3","0.6","0.3","",".","12.2",".",".",".","2.6",".",".",".","."
