"TERM : 1034","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2002-2003","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE
632","Dept. Total","340","3.494","28.8","27.4","17.6","0.3","",".","",".","",".","23.2","",".",".","",".","",".","",".",".","0.3","2.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","4","4.000","75.0",".",".",".","",".","",".","",".","25.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","6","4.000","83.3",".",".",".","",".","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
"Special","","9","",".",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","11.1","88.9"
"Prof Yr 1","","2","3.500","50.0",".","50.0",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","73","3.352","27.4","24.7","47.9",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","250","3.642","28.8","30.0","9.6","0.4","",".","",".","",".","31.2","",".",".","",".","",".","",".",".",".","."
"Professionals","","325","3.488","28.6","28.6","18.5","0.3","",".","",".","",".","24.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","340","3.494","28.8","27.4","17.6","0.3","",".","",".","",".","23.2","",".",".","",".","",".","",".",".","0.3","2.4"
