"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"614","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac II","Course Total","","5","***","","","","","","","","","","","","","","","",""
"615","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"615","020","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"615","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"615","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac III","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","048","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","096","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"698","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","","13","3.880","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","27","3.939","92.6","7.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Nursing Research I","001","","21","3.405","23.8","38.1","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"701
Interpretv Rsch-Health Care","001","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Hlth Promo&Disease Prevention","001","","31","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Hlth Care & Public Policy-US","001","","21","3.905","81.0","19.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"704
Leadershp-Roles,Ethics,Care","001","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"713
Family Process,Hlth&Illness","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"715","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"715","020","","18","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"715","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"715","050","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 377 of 397",""
