"TERM : 1034","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2002-2003","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","",""
"NEUROSCIENCE TRAINING PRO Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"682
NEUROSCI","","","","","","","","","","","","","","","","","","","","",""
"NEUROSCI
Dept. Total
682","163","3.573","29.4","13.5","0.6","2.5","0.6","1.2","",".","49.1","",".",".","",".","1.8","0.6",".","0.6","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"682
NEUROSCI","","","","","","","","","","","","","","","","","","","","",""
"Junior","6","2.278","33.3","16.7",".",".","16.7","16.7","",".",".","",".",".","",".",".",".",".","16.7","."
"Senior","37","3.479","56.8","24.3","2.7","8.1",".","2.7","",".","5.4","",".",".","",".",".",".",".",".","."
"Undergraduates","43","3.348","53.5","23.3","2.3","7.0","2.3","4.7","",".","4.7","",".",".","",".",".",".",".","2.3","."
"Special","2","3.750","50.0","50.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","108","3.750","22.2","10.2",".","0.9",".",".","",".","63.9","",".",".","",".","1.9","0.9",".",".","."
"Prof Yr 3","10","",".",".",".",".",".",".","",".","90.0","",".",".","",".","10.0",".",".",".","."
"Professionals","10","",".",".",".",".",".",".","",".","90.0","",".",".","",".","10.0",".",".",".","."
"Dept. Total","163","3.573","29.4","13.5","0.6","2.5","0.6","1.2","",".","49.1","",".",".","",".","1.8","0.6",".","0.6","."
