"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"WOMENS STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"963
WOMEN ST","","","","","","","","","","","","","","","","","","","",""
"Woman-Western Culture","101","001","107","3.206","16.8","29.9","39.3","9.3","3.7",".","0.9",".",".",".",".",".",".",".",".","."
"Women-Soc Inst & Soc Change","102","001","113","3.527","44.2","28.3","22.1","2.7","1.8",".","0.9",".",".",".",".",".",".",".",".","."
"Womens Bodies-Hlth&Disease","103","001","399","3.624","51.9","29.8","11.5","2.5","1.5","0.3","0.8","1.8",".",".",".",".",".",".",".","."
"Intro Les, Gay, Bi, Trnsgen St","200","001","77","3.480","41.6","28.6","15.6","5.2","6.5",".",".","1.3",".",".",".",".",".","1.3",".","."
"Gender & Work-Rural America","215","001","8","3.125","25.0","25.0","12.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".","."
"Intro-Black Women Writers","222","001","26","3.250","26.9","34.6","30.8",".",".","3.8","3.8",".",".",".",".",".",".",".",".","."
"Race & Ethnicity-U.S. Women","223","001","43","3.977","95.3","4.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Ethnic Amer Lit","248","001","11","3.682","54.5","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Women in Literature","250","002","22","3.750","63.6","22.7","13.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gend/Class/Race/Ethn-SocSci","331","001","41","3.390","31.7","31.7","24.4","7.3","4.9",".",".",".",".",".",".",".",".",".",".","."
"Topics in LGBTQ Sexuality","340","001","31","3.717","74.2","9.7","9.7",".",".",".","3.2",".",".",".",".",".","3.2",".",".","."
"Women&Gender in US Since 1870","354","001","69","3.189","15.9","31.9","36.2","13.0","1.4",".","1.4",".",".",".",".",".",".",".",".","."
"Women in History","392","001","35","3.026","20.0","22.9","25.7","14.3","2.9","5.7","2.9","5.7",".",".",".",".",".",".",".","."
"Contemp Fem Theatre&Critcsm","415","001","10","3.833","70.0","10.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"Women:Cross-Soc Perspective","420","001","40","3.538","70.0","7.5","5.0","5.0","10.0",".","2.5",".",".",".",".",".",".",".",".","."
"Women and the Law","422","001","9","3.389","33.3","22.2","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Women's Intl Human Rights","424","001","24","3.250","20.8","29.2","37.5","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"Contemp Feminist Theories","441","001","32","3.742","56.3","31.3","9.4",".",".",".",".","3.1",".",".",".",".",".",".",".","."
"Biology and Gender","530","001","41","3.413","34.1","29.3","22.0","7.3","4.9",".",".",".",".",".",".",".",".",".","2.4","."
"Women & Health-Amer History","531","001","15","3.500","26.7","46.7","26.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Smr in Women's St","640","001","27","3.907","81.5","18.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Internship-Women's Studies","660","001","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","026","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","121","8","3.967","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","125","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","25","3.904","88.0","8.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Women and Mental Health","820","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch Methods in Women's St","900","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
