"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","034","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","035","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Fam Med&Prac-Madisn","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"922","013","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clerk-FamMed&Prac-EauClaire","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"926
Clrk Fam&Comm Med-Native Am","046","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"930","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"930","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Clerk/Fam Med-St Lukes","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"931","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"931","045","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"935
Univ Hsp Fam Prac Sub-Intrn","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"FAM MED
370","Dept. Total","11","3.811","54.5","36.4","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","9.1"
