"","936
014","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","936
042","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","936
046","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Extramur Elec-Emergency Med","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","","","",""
"SR MED
882","Dept. Total","220","3.674","54.1","30.9","13.6","0.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","3","3.350",".","66.7","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","101","3.557","38.6","34.7","24.8","1.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".","1.0","."
"Prof Yr 4","","115","3.817","68.7","27.0","3.5","0.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","220","3.674","54.1","30.9","13.6","0.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".","0.5","."
"","Dept. Total","220","3.674","54.1","30.9","13.6","0.9","",".","",".","",".","",".","",".",".","",".","",".","",".",".","0.5","."
