"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","157","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","171","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","172","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","174","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","7","4.000","71.4",".",".",".",".",".",".","14.3",".",".",".",".",".",".","14.3","."
"812","081","","24","3.370","25.0","20.8","54.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","16","3.344","25.0","18.8","56.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","25","3.306","16.0","28.0","56.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","65","3.339","21.5","23.1","55.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"910
Indep Rdg & Rsch-4th Yr Med","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"915","041","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","042","","53","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","043","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeut&Cl Pharmacol-VAH","Course Total","","78","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"919","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","9","3.762","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","041","","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"920","043","","16","3.594","37.5","43.8","18.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","044","","12","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","42","3.643","47.6","35.7","14.3","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"921","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","6","3.591","16.7","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"931
Geriatric Med-Milwaukee","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"936","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"936","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Oncol Conslt&Outpt Clrk-VAH","Course Total","","2","***","","","","","","","","","","","","","","","",""
"943","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 342 of 397",""
