"Bible in the Middle Ages","368
001","","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Survey-Old Norse-Icelandc Lit","409
001","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Byzantine Med & Pharmacy","562
001","","3","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","699
035","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","17","3.398","29.4","35.3","11.8","11.8","5.9","",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","3.500",".","100.0",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","5","3.618","60.0","20.0",".","20.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","10","3.173","10.0","40.0","20.0","10.0","10.0","",".","",".","10.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","16","3.359","25.0","37.5","12.5","12.5","6.3","",".","",".","6.3","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","17","3.398","29.4","35.3","11.8","11.8","5.9","",".","",".","5.9","",".",".","",".","",".","",".",".",".","."
