"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","",""
"960","010","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","012","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","044","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","045","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","046","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","Course Total","13","3.808","53.8","23.1","7.7",".","",".","",".","",".","",".",".",".",".",".",".",".",".","15.4"
"962","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","044","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"965","001","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"969","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"969","006","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"969","008","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Transfusion Med Clerk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"971","042","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerkshp-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"974
Infect Disease Clerk-Milw","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"976","041","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"976","045","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"976","046","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Cl Nephrology Clerk-CSC/VAH","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"981
Pulmonary Disease Clerk-CSC","005","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"984
Crit Care-ICU Subintrn-Milw","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","043","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"985","044","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","Course Total","6","3.500","16.7","50.0","16.7",".","",".","",".","",".","",".",".",".",".",".",".",".",".","16.7"
"987
Crit Care/Med ICU-Marshfld","009","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
