"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512
001","24","3.979","95.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Agents in Rehab","521
001","31","3.548","29.0","51.6","19.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin-Therapeutic Exercise","534
001","31","3.468","22.6","48.4","29.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
001","16","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","539
002","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues II","Course Total","31","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","541
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","541
002","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues IV","Course Total","24","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Neuromusculoskeletal Movmnt","627
001","31","3.306","19.4","25.8","51.6","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Adults-Motor Cont Dysfunctn","636
001","24","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","12","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Musc-skel Assessmt/Treatmt","677
001","24","3.458","20.8","50.0","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","799
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PHY THER
745","Dept. Total","250","3.556","26.0","23.2","16.4","0.4",".",".",".",".",".","34.0",".",".",".",".",".","."
