"","920
008","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
009","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesthes Clerkship-CSC","Course Total","","11","3.955","90.9","9.1",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Clin Anesth Clerk-LaCrosse","921
014","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ANESTHES
148","Dept. Total","","50","3.758","58.0","36.0","6.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","","3","3.833","66.7","33.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","35","3.686","45.7","45.7","8.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","12","3.957","91.7","8.3",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","50","3.758","58.0","36.0","6.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","50","3.758","58.0","36.0","6.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
