"","760
116","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Phmceut Care Specialty Clrkshp","Course Total","133","3.886","83.5","12.0","3.0","1.5",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Conf:Rsch Workers Hosp Phm","962
001","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Advanced Independent Study","999
027","6","",".",".",".",".",".",".",".","100.0",".","",".",".","",".","",".",".",".","."
"PHM PRAC
728","Dept. Total","1381","3.528","53.6","16.2","15.8","8.0","5.4","0.2","0.4","0.4","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"728
PHM PRAC","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","29","3.483","41.4","24.1","24.1","10.3",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","29","3.483","41.4","24.1","24.1","10.3",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Special","","8","3.313","25.0","25.0","25.0","12.5",".",".",".",".","",".",".","",".","",".","12.5",".",".","."
"Graduate","","23","3.548","39.1","4.3","17.4","8.7","4.3",".",".","26.1","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","301","3.548","56.5","14.6","13.6","8.0","6.6","0.3","0.3",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","359","3.074","42.1","24.2","14.5","8.6","9.2","0.3","1.1",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","461","3.280","47.3","14.3","23.6","10.2","4.3","0.2",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 4","","200","3.927","89.0","8.5","1.5","1.0",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","1321","3.528","54.3","16.2","15.5","7.9","5.5","0.2","0.4",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","1381","3.528","53.6","16.2","15.8","8.0","5.4","0.2","0.4","0.4","",".",".","",".","",".","0.1",".",".","."
