"TERM : 1012","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2000-2001","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE
632","Dept. Total","337","3.608","44.5","31.2","15.1",".","0.3","",".","",".","4.7","",".",".","",".","",".","0.6",".",".","3.6"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","12","3.000",".",".","8.3",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","91.7"
"Graduate","","1","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","72","3.424","29.2","26.4","43.1",".",".","",".","",".",".","",".",".","",".","",".","1.4",".",".","."
"Prof Yr 4","","250","3.726","50.8","34.4","7.2",".","0.4","",".","",".","6.4","",".",".","",".","",".","0.4",".",".","0.4"
"Professionals","","322","3.608","46.0","32.6","15.2",".","0.3","",".","",".","5.0","",".",".","",".","",".","0.6",".",".","0.3"
"","Dept. Total","337","3.608","44.5","31.2","15.1",".","0.3","",".","",".","4.7","",".",".","",".","",".","0.6",".",".","3.6"
