"TERM : 1012","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2000-2001","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"SURGERY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","",""
"","967
010
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Urology Clerkship-CSC","Course Total
11","3.773","45.5","27.3","9.1",".",".",".",".",".",".",".",".",".","",".  
.  
.  
18.2"
"SURGERY
936","227
Dept. Total","3.445","33.0","32.2","18.9","4.0","0.4",".",".",".","0.4",".",".",".","",".  
.  
.  
11.0"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","",""
"Special","25","",".",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
100.0"
"Prof Yr 3","70","3.261","24.3","24.3","35.7","12.9","1.4",".",".",".","1.4",".",".",".","",".  
.  
.  
."
"Prof Yr 4","132","3.698","43.9","42.4","13.6",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Professionals","202","3.445","37.1","36.1","21.3","4.5","0.5",".",".",".","0.5",".",".",".","",".  
.  
.  
."
"","Dept. Total
227","3.445","33.0","32.2","18.9","4.0","0.4",".",".",".","0.4",".",".",".","",".  
.  
.  
11.0"
"April 01, 2013","","","","","","","","","","","","","","","","Page 360 of 382"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
