"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","",""
"953","006","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","009","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","010","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","011","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","012","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","Course Total","23","4.000","95.7",".",".",".",".","",".","",".","",".",".",".",".",".",".",".",".","4.3"
"954","004","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","005","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","005","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","3","3.300",".","66.7","33.3",".",".","",".","",".","",".",".",".",".",".",".",".",".","."
"954","006","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerk-Marshfld","Course Total","5","***","","","","","","","","","","","","","","","","","","",""
"956","002","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","006","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-Milw","Course Total","2","***","","","","","","","","","","","","","","","","","","",""
"957","001","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","002","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","003","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","004","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","005","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clrk-Meriter","Course Total","10","3.500","10.0","80.0","10.0",".",".","",".","",".","",".",".",".",".",".",".",".",".","."
"960","003","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","004","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"961
Endocrin/Diabetes Clrk-Milw","001","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"962
Endocrinology Clerkship-CSC","005","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","002","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","003","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","005","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","007","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","010","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","011","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","012","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","Course Total","7","3.357","42.9","14.3",".",".","14.3","",".","",".","",".",".",".",".",".",".",".",".","28.6"
"970","001","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"970","005","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"970","006","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gastro/Hepatology-Milwaukee","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"971","001","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","002","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","003","2","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","004","3","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","005","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","006","1","***","","","","","","","","","","","","",".",".",".",".",".",".","."
