"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PSYCHIATRY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","",""
"812","001","14","3.500","35.7","28.6","35.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","002","13","3.500","38.5","23.1","38.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","003","12","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","004","10","3.450","40.0","10.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","005","11","3.364","27.3","18.2","54.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","006","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Psychiatry","Course Total","72","3.542","44.4","19.4","36.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","2","***","","","","","","","","","","","","","","","",""
"922","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PsychCons&OutptClerk-CSC/VA","Course Total","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5"
"924","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"924","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","3","3.800","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Child Psych Clerk-Mendota","Course Total","4","***","","","","","","","","","","","","","","","",""
"925","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"925","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"925","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","2","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"925","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Community Psy Clerk-CSC/MHC","Course Total","5","***","","","","","","","","","","","","","","","",""
"930
Geriatric Psychiat Clrk-VAH","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PSYCHIAT
814","Dept. Total","92","3.623","53.3","15.2","29.3",".",".",".",".",".",".",".",".",".",".",".",".","2.2"
