"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"RURAL SOCIOLOGY","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"864
RUR SOC","","","","","","","","","","","","","","","","","","","",""
"Intro-Rural Sociol&Development","140","001","21","2.525","14.3","4.8","33.3","9.5","19.0","4.8","9.5",".",".",".",".",".",".",".","4.8","."
"Survey of Sociology","210","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"The Sociological Enterprise","211","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gender & Work-Rural America","215","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Ag&Soc Change-Western Hist","230","001","33","3.167","21.2","33.3","24.2","12.1","6.1",".","3.0",".",".",".",".",".",".",".",".","."
"Independent Study","299","025","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Issues in Food Systems","340","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Meth-Sociological Inquiry","357","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","360","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","360","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Stats for Sociologists I","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Stats for Sociologists II","361","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Coord Intrnshp/Cooprtv Educ","399","025","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Agriculture,Technol&Society","612","001","14","3.910","85.7","7.1","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soc:Devlp Societies/3rd Wld","630","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","682","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","699","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc Perspect-Sci & Technlgy","745","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Environmental Sociology","748","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Soc Pol&Mgmt-National Parks","749","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","875","002","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Seminar-Rural Sociology","945","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr: Envir & Resource Soc","948","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr:Topics-Demography&Ecol","971","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch:Sci,Tech,Ag,Rscs&Envir","985","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch: Race & Ethnic Studies","987","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","038","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","070","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","","Course Total","10","",".",".",".",".",".",".",".","90.0",".",".",".","10.0",".",".",".","."
"","999","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","025","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading and Research","","Course Total","3","***","","","","","","","","","","","","","","","",""
