"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Cardiovasc&Pulmonry Treatmt","523
001","39","3.654","51.3","28.2","20.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundatns-Phy Ther Practice","527
001","39","3.538","28.2","51.3","20.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","538
001","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","538
002","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues I","Course Total","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","540
001","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","540
002","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues III","Course Total","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Chldrn-Motor Cont Dysfunctn","001
635","41","3.671","43.9","46.3","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","39","3.551","28.2","53.8","17.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship II","651
001","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship III","652
001","33","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clin Path: Implications for PT","665
001","41","3.610","34.1","53.7","12.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskel Assesmnt&Trtmnt I","676
001","41","3.622","31.7","61.0","7.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","799
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PHY THER
745","Dept. Total","433","3.616","20.1","27.3","8.1",".",".",".",".",".",".","44.6",".",".",".",".",".","."
