"Clin Neurol Consul Serv-CSC","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","","",""
"","927
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","927
002","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Adv Clerk Neurology-VAH","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"NEUROL
676","Dept. Total","","79","3.419","27.8","26.6","43.0","2.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Graduate","","","3","3.571","66.7",".","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","65","3.338","21.5","26.2","50.8","1.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","11","3.739","54.5","36.4",".","9.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","76","3.415","26.3","27.6","43.4","2.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","79","3.419","27.8","26.6","43.0","2.5","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
