"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"FAMILY MEDICINE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","",""
"699
Directed Study","057","48","",".",".",".",".",".",".",".","97.9",".",".",".","2.1",".",".",".","."
"709
Physician as Hlth Activist","001","27","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"920","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","043","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp Fam Med&Prac-Madisn","Course Total","5","***","","","","","","","","","","","","","","","",""
"922
Clerk-FamMed&Prac-EauClaire","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"926
Clrk Fam&Comm Med-Native Am","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"927","033","1","***","","","","","","","","","",".",".",".",".",".",".","."
"927","041","5","***","","","","","","","","","",".",".",".",".",".",".","."
"927","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"927","044","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clrkshp:Rural & Community Hlth","Course Total","9","3.886","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"931","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"931","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"931","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Mgmt-Addictv Disordr-Mad","Course Total","3","***","","","","","","","","","","","","","","","",""
"935","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"935","043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Univ Hsp Fam Prac Sub-Intrn","Course Total","2","***","","","","","","","","","","","","","","","",""
"FAM MED
370","Dept. Total","96","3.831","16.7","3.1","2.1",".",".",".",".","77.1",".",".",".","1.0",".",".",".","."
