"OPHTHALMOLOGY AND VISUAL  Section","","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","030","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","031","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","290","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","292","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"910","041","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","043","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","081","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","082","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"919","005","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","041","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","042","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","046","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"OPHTHALM
702","Dept. Total","20","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","3","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Senior","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Undergraduates","","4","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","2","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","13","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"Professionals","","16","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"","Dept. Total","20","4.000","100.0","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
