"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","",""
"866
Preceptorship-Rice Lake","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"867","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"867","081","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Shawano","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"868","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"868","064","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"868","081","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Sheboygan","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"870
Preceptorship-Viroqua","063","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"871
Preceptorship-Wausau","064","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"873","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"873","064","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Preceptor-Prairie du Sac","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"875
Preceptorship-Minong","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"883","063","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"883","064","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Preceptorship-Reedsburg","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"913
Extram Elect-Preventive Med","044","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"921","002","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"921","003","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"921","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"921","045","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"921","046","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extram Elect-Anesthesiology","Course Total","6","3.889","83.3","16.7",".",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
"922","042","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","045","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Family Med","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"923
Extram Elect-Human Oncology","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"924","042","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"924","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"924","045","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Medicine","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"926","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"926","046","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Obstet & Gyn","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"927
Extramur Elect-Ophthalmolgy","044","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","041","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","042","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","043","1","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","044","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","045","3","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","046","2","***","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Extramur Elect-Pediatrics","Course Total","11","3.682","45.5","45.5","9.1",".","",".","",".","",".","",".",".",".",".",".",".",".",".","."
