"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"716","050","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs II","Course Total","","27","3.759","63.0","25.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"719","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"719","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"719","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Field Stdy-Clinic Nsg","Course Total","","8","3.750","12.5","12.5",".",".",".",".",".","75.0",".",".",".",".",".",".",".","."
"733
Birth&The Postbirth Period","001","","9","3.667","55.6","22.2","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"739
Nursing Assessment of Dev","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"746","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"746","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intrdis Care-Chld/Chron Illnss","Course Total","","4","***","","","","","","","","","","","","","","","",""
"747","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"747","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","2","***","","","","","","","","","","","","","","","",""
"755
Adv Prac Nur:Ment Hlth Promotn","001","","8","3.813","75.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"761
Health Prgm Planning, Eval, QI","001","","9","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"774
Practicum-Nursing Mgmt","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"798","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research Practicum","Course Total","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","7","4.000","42.9",".",".",".",".",".",".","57.1",".",".",".",".",".",".",".","."
"811
Physiological Basis-Nursing","001","","21","3.421","19.0","42.9","23.8","4.8",".",".",".","4.8",".",".",".",".",".",".",".","4.8"
"860
Cl Rsch:Illns,Treat&Hosplzn","001","","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"872
Strategic Health Management","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"880
Prevention Science","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"April 02, 2013","","","","","","","","","","","","","","","","","","","Page 373 of 391",""
