"Special Problems-Neurology","699
015","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individualized 4th Yr Clerk","919
002","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Neurol-Outpt Clerk-CSC","923
045","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Neuromusc Disease Clerk-CSC","924
010","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NEUROL
676","Dept. Total","","4","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","3","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","4","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
