"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"Directed Study","Course Total","","25","3.757","64.0","24.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Behavior & Environmnt","711
001","","60","3.856","85.0","8.3","3.3",".",".",".","1.7",".",".",".",".",".","1.7",".",".","."
"","712
001","","17","3.941","88.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
002","","14","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology in Soc Wrk","Course Total","","31","3.871","80.6","12.9","6.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods-Planning Analysis","721
002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intrdis Care-Chld/Chron Illnss","746
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
003","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","011
800","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
012","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
013","","18","3.694","55.6","27.8","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","014
800","","12","3.914","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
015","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","","93","3.907","84.9","11.8","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Pract/Integrat Smr IV","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Grief, Death, Loss and Life","825
001","","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administration-Social Work","841
001","","20","3.925","85.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Consultatn&Suprvsn-Soc Work","842
001","","25","3.900","88.0","8.0",".","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Crises Intervention-Soc Wrk","854
001","","24","4.000","66.7",".",".",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"","861
001","","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","861
002","","22","3.841","72.7","22.7","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Developmnts-Soc Work","Course Total","","45","3.889","80.0","17.8","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Developmnts-Soc Work","862
001","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Developmnts-Soc Work","865
001","","17","3.969","88.2","5.9",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Recent Developmnts-Soc Work","866
001","","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prevention Science","880
001","","6","3.500","50.0","33.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Child Welfare","001
921","","21","3.786","61.9","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Family Violence","923
001","","13","3.423","38.5","23.1","23.1","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"Social Work and Alcoholism","928
001","","9","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","935
001","","14","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","935
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Com Mental Health Services","Course Total","","26","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
