"","920
010","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
041","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total","","6","3.857","66.7","33.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Physical Med&Rehab-Marshfld","923
008","","1","***","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"RHAB MED
840","Dept. Total","","9","3.842","66.7","33.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","5","3.800","60.0","40.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","2","3.833","50.0","50.0","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","7","3.813","57.1","42.9","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","9","3.842","66.7","33.3","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
