"","042
936","6","3.917","83.3","16.7",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","936
043","4","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","936
044","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","936
045","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Extramur Elec-Emergency Med","Course Total","17","3.853","76.5","17.6","5.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"SR MED
882","Dept. Total","262","3.562","40.5","36.6","22.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","5","3.194",".","40.0","60.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","3","3.600","66.7",".","33.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","116","3.463","24.1","42.2","33.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","138","3.694","55.1","32.6","12.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","262","3.562","40.5","36.6","22.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","262","3.562","40.5","36.6","22.9",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
