"","924
005","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Child Psych Clerk-Mendota","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","",""
"Community Psy Clerk-CSC/MHC","925
041","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Geriatric Psychiat Clrk-VAH","930
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PSYCHIAT
814","Dept. Total","","88","3.750","63.6","23.9","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"814
PSYCHIAT","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 1","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","77","3.733","61.0","26.0","13.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","9","3.833","77.8","11.1","11.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","88","3.750","63.6","23.9","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","88","3.750","63.6","23.9","12.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
