"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  EAST ASIAN AREA STUDIES (298)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time
M","T
W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","103","LEC","001","2","14:30 - 15:45","T","R","","","","ONLINE","72","7","0005326708","P / ZHIJUN REN"
"A1","103","DIS","301","2","17:40 - 18:30","W","","","","","ONLINE","12","1","0006212664","P / YE LIN"
"A1","103","DIS","302","2","18:45 - 19:35","W","","","","","ONLINE","13","2","0006212664","P / YE LIN"
"A1","103","DIS","303","2","13:20 - 14:10","W","","","","","ONLINE","23","3","0006212664","P / YE LIN"
"A1","103","DIS","304","2","14:25 - 15:15","W","","","","","ONLINE","24","1","0006212664","P / YE LIN"
"A1","255","LEC","001","2","-","","","","","","ONLINE","75","10","0005104315","P / VIREN MURTHY"
"A1","255","DIS","301","2","17:40 - 18:30","W","","","","","0469 1221","10","3","0005906016","P / SHATRUNJAY MALL"
"A1","255","DIS","302","2","09:55 - 10:45","W","","","","","ONLINE","24","2","0005906016","P / SHATRUNJAY MALL"
"A1","255","DIS","303","2","14:25 - 15:15","W","","","","","ONLINE","26","5","0005906016","P / SHATRUNJAY MALL"
"A1","255","DIS","304","2","18:45 - 19:35","W","","","","","0469 1101","8","0","0005906016","P / SHATRUNJAY MALL"
"A1","255","DIS","333","2","-","","","","","","","7","0","0005104315","P / VIREN MURTHY"
"A1","301","LEC","001","1","14:25 - 17:25","W","","","","","ONLINE","19","3","0004725204","P / EUN SIL OH"
"A1","342","LEC","001","2","-","","","","","","ONLINE","84","6","0005104314","P / JUDD KINZLEY"
"A1","342","DIS","301","2","17:40 - 18:30","W","","","","","ONLINE","15","0","0006080085","P / AIJIE SHI"
"A1","342","DIS","302","2","09:55 - 10:45","W","","","","","ONLINE","21","2","0006080085","P / AIJIE SHI"
"A1","342","DIS","303","2","14:25 - 15:15","W","","","","","ONLINE","18","2","0006080085","P / AIJIE SHI"
"A1","342","DIS","304","2","15:30 - 16:20","W","","","","","ONLINE","16","2","0006080085","P / AIJIE SHI"
"A1","342","DIS","333","2","-","","","","","","","14","0","0005104314","P / JUDD KINZLEY"
"A1","456","LEC","001","2","09:55 - 10:45
M","W","","F","","","0018 3250","41","2","0000560989","P / LOUISE YOUNG"
