"TERM:  1212","","","","","","","","","","","","","","",""
"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  PSYCHOLOGY (820)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","405","DIS","301","1","16:30 - 17:30","T","","","","","ONLINE","","14","0002600197","P / DIANE GOODING"
"A1","414","LEC","001","1","09:30 - 10:45","T","R","","","","ONLINE","335","317","0003856846","P / TIMOTHY ROGERS"
"A1","414","LEC","002","1","09:30 - 10:45","T","R","","","","ONLINE","335","18","0003856846","P / TIMOTHY ROGERS"
"A1","414","DIS","301","1","14:30 - 15:30","T","","","","","ONLINE","","18","0003856846","P / TIMOTHY ROGERS"
"A1","449","LEC","001","1","13:00 - 14:15","T","","","","","ONLINE","97","84","0002600267","P / CATHERINE MARLER"
"A1","449","LEC","001","1","13:00 - 14:15","T","","","","","ONLINE","97","84","0005511714","X / CALEIGH GUOYNES"
"A1","449","LEC","002","1","13:00 - 14:15","T","","","","","ONLINE","97","13","0002600267","P / CATHERINE MARLER"
"A1","449","LEC","002","1","13:00 - 14:15","T","","","","","ONLINE","97","13","0005511714","X / CALEIGH GUOYNES"
"A1","449","DIS","301","1","09:55 - 11:10","","W","","","","0470 0338","","13","0002600267","P / CATHERINE MARLER"
"A1","456","LEC","001","1","12:05 - 12:55","M","W","F","","","ONLINE","95","85","0005636274","P / LUCAS WISCONS"
"A1","456","LEC","002","1","13:00 - 14:15","T","R","","","","ONLINE","166","147","0004633937","X / MITCHELL CAMPBELL"
"A1","456","LEC","002","1","13:00 - 14:15","T","R","","","","ONLINE","166","147","0005904222","X / MICHAEL ASHER"
"A1","456","LEC","002","1","13:00 - 14:15","T","R","","","","ONLINE","166","147","0002600052","P / JUDITH HARACKIEWICZ"
"A1","456","LEC","003","1","13:00 - 14:15","T","R","","","","ONLINE","11","8","0002600052","P / JUDITH HARACKIEWICZ"
"A1","456","DIS","301","1","08:50 - 09:40","T","","","","","ONLINE","23","20","0003828407","P / ANA GONZALES"
"A1","456","DIS","302","1","09:55 - 10:45","T","","","","","ONLINE","25","23","0003828407","P / ANA GONZALES"
"A1","456","DIS","303","1","11:00 - 11:50","T","","","","","ONLINE","23","20","0003828407","P / ANA GONZALES"
"A1","456","DIS","304","1","12:05 - 12:55","T","","","","","ONLINE","24","22","0003828407","P / ANA GONZALES"
"A1","456","DIS","306","1","16:00 - 17:00","","R","","","","0470 0338","11","8","0002600052","P / JUDITH HARACKIEWICZ"
"A1","460","LEC","001","1","-","","","","","","ONLINE","","343","0004944001","X / KRISTIN DOWE"
"A1","460","LEC","001","1","-","","","","","","ONLINE","","343","0004836375","P / CHELSEA ANDREWS"
"A1","508","LEC","001","1","09:30 - 10:45","T","R","","","","ONLINE","","204","0006084658","X / YUYAN XU"
"A1","508","LEC","001","1","09:30 - 10:45","T","R","","","","ONLINE","","204","0000393568","P / PAULA NIEDENTHAL"
"A1","508","LEC","001","1","09:30 - 10:45","T","R","","","","ONLINE","","204","0006211992","X / GEETANJALI DEOLE"
"A1","508","LEC","001","1","09:30 - 10:45","T","R","","","","ONLINE","","204","0003297272","X / VINCENT FRIGO"
"A1","508","DIS","301","1","08:50 - 09:40","M","","","","","0402 0168","","18","0006210306","P / EREN FUKUDA"
"A1","508","DIS","302","1","09:55 - 10:45","M","","","","","0402 0168","","18","0006210306","P / EREN FUKUDA"
"A1","508","DIS","303","1","11:00 - 11:50","M","","","","","0402 0168","","17","0006210306","P / EREN FUKUDA"
"A1","508","DIS","304","1","16:35 - 17:25","M","","","","","0056 0019","","18","0006084658","P / YUYAN XU"
