"COLLEGE:  IES","","","","","","","","","","","","","","",""
"SUBJECT:  ENVIRONMENTAL STUDIES - GAYLORD NELSON INSTITUTE (360)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","126","LAB","301","1","15:30 - 18:30","T","","","","","0140 1100","16","16","0004647593","S / TIMOTHY LINDSTROM"
"A1","126","LAB","302","1","15:30 - 18:30","T","","","","","0140 1100","20","17","0004647593","S / TIMOTHY LINDSTROM"
"A1","126","LAB","302","1","15:30 - 18:30","T","","","","","0140 1100","20","17","0006209391","P / AUDREY STANTON"
"A1","126","LAB","303","1","15:30 - 18:30","","R","","","","0140 1100","14","13","0006209391","P / AUDREY STANTON"
"A1","126","LAB","303","1","15:30 - 18:30","","R","","","","0140 1100","14","13","0004647593","S / TIMOTHY LINDSTROM"
"A1","126","LAB","304","1","15:30 - 18:30","","R","","","","0140 1100","18","16","0005904067","P / COURTNEY BOTELHO"
"A1","126","LAB","304","1","15:30 - 18:30","","R","","","","0140 1100","18","16","0004647593","S / TIMOTHY LINDSTROM"
"A1","127","LEC","001","2","-","","","","","","ONLINE","22","15","0005125059","P / KENNETH KEEFOVER-RING"
"A1","127","LAB","301","2","15:30 - 17:30","T","","","","","","11","7","0006099068","P / EMILY DIAZ"
"A1","127","LAB","302","2","09:00 - 11:00","","W","","","","","11","8","0006099068","P / EMILY DIAZ"
"A1","139","LEC","001","2","-","","","","","","ONLINE","163","74","0001593791","P / MORGAN ROBERTSON"
"A1","139","DIS","301","2","-","","","","","","ONLINE","27","0","0005333655","P / LAURA LAWLER"
"A1","139","DIS","302","2","-","","","","","","ONLINE","20","0","0005333655","P / LAURA LAWLER"
"A1","139","DIS","303","2","-","","","","","","ONLINE","21","13","0005333655","P / LAURA LAWLER"
"A1","139","DIS","304","2","-","","","","","","ONLINE","20","16","0005333655","P / LAURA LAWLER"
"A1","139","DIS","305","2","-","","","","","","ONLINE","22","20","0006289291","P / MEGAN RONDINELLI"
"A1","139","DIS","306","2","-","","","","","","ONLINE","21","15","0006289291","P / MEGAN RONDINELLI"
"A1","139","DIS","307","2","-","","","","","","ONLINE","12","0","0006289291","P / MEGAN RONDINELLI"
"A1","139","DIS","308","2","-","","","","","","ONLINE","20","10","0006289291","P / MEGAN RONDINELLI"
"A1","153","LEC","001","2","-","","","","","","ONLINE","281","66","0004956268","P / FREDERIC NEYRAT"
"A1","153","LEC","002","2","13:00 - 14:15","T","R","","","","ONLINE","20","5","0006317731","P / INGRID DIRAN"
"A1","153","LEC","003","2","09:30 - 10:45","T","R","","","","ONLINE","20","4","0006317779","P / SARAH ENSOR"
"A1","153","DIS","302","2","11:00 - 11:50","","R","","","","ONLINE","19","6","0006217186","P / EMERY JENSON"
"A1","153","DIS","303","2","09:55 - 10:45","","R","","","","ONLINE","17","6","0006217186","P / EMERY JENSON"
"A1","153","DIS","305","2","12:05 - 12:55","","R","","","","ONLINE","19","4","0006217186","P / EMERY JENSON"
"A1","153","DIS","306","2","13:20 - 14:10","","R","","","","ONLINE","19","2","0005851747","P / TOLULOPE AKINWOLE"
"A1","153","DIS","307","2","14:25 - 15:15","","R","","","","ONLINE","18","5","0005851747","P / TOLULOPE AKINWOLE"
"A1","153","DIS","308","2","15:30 - 16:20","","R","","","","ONLINE","18","2","0005851747","P / TOLULOPE AKINWOLE"
"A1","153","DIS","309","2","16:35 - 17:25","","R","","","","ONLINE","19","8","0006073291","P / KAITLIN MOORE"
