"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  STATISTICS (932)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","479","LEC","004","1","-","","","","","","ONLINE","26","0","0005214164","P / GARVESH RASKUTTI"
"A1","525","LEC","001","4","09:30 - 10:45","T","R","","","","ONLINE","85","4","0005451706","P / ALBERTO DEL PIA"
"A1","541","LEC","001","1","16:00 - 17:15","T","R","","","","ONLINE","50","14","0004286103","P / JIWEI ZHAO"
"A1","541","DIS","311","1","17:25 - 18:15","T","","","","","ONLINE","15","4","0004286103","P / JIWEI ZHAO"
"A1","541","DIS","311","1","17:25 - 18:15","T","","","","","ONLINE","15","4","0005518378","P / YONGSU LEE"
"A1","541","DIS","312","1","17:25 - 18:15","","R","","","","ONLINE","15","4","0005518378","P / YONGSU LEE"
"A1","541","DIS","312","1","17:25 - 18:15","","R","","","","ONLINE","15","4","0004286103","P / JIWEI ZHAO"
"A1","541","DIS","313","1","15:00 - 15:50","T","","","","","ONLINE","20","6","0004286103","P / JIWEI ZHAO"
"A1","541","DIS","313","1","15:00 - 15:50","T","","","","","ONLINE","20","6","0005518378","P / YONGSU LEE"
"A1","571","LEC","001","2","-","","","","","","ONLINE","66","59","0006176658","P / SEBASTIAN RASCHKA"
"A1","571","LEC","002","2","-","","","","","","ONLINE","74","66","0005189535","P / EDWARD ERKER"
"A1","571","DIS","314","2","16:35 - 17:25","","R","","","","ONLINE","20","19","0006090509","P / ELINA CHOI"
"A1","571","DIS","315","2","13:20 - 14:10","","R","","","","ONLINE","23","22","0006090509","P / ELINA CHOI"
"A1","571","DIS","316","2","14:25 - 15:15","","R","","","","ONLINE","23","18","0006090509","P / ELINA CHOI"
"A1","571","DIS","324","2","11:00 - 11:50","","R","","","","ONLINE","25","24","0004845798","P / LIAM JOHNSTON"
"A1","571","DIS","325","2","12:05 - 12:55","","R","","","","ONLINE","25","23","0004845798","P / LIAM JOHNSTON"
"A1","571","DIS","326","2","14:25 - 15:15","","R","","","","0451A0133","24","19","0004845798","P / LIAM JOHNSTON"
"A1","601","LEC","001","1","-","","","","","","ONLINE","","20","0004369041","P / VIVAK PATEL"
"A1","601","LEC","002","1","-","","","","","","ONLINE","","21","0004728474","P / MIAOYAN WANG"
"A1","601","DIS","313","1","19:30 - 20:45","M","","","","","ONLINE","","20","0006166368","P / JIAXIN HU"
"A1","601","DIS","324","1","19:30 - 20:45","","W","","","","ONLINE","","21","0006166368","P / JIAXIN HU"
"A1","605","LEC","001","1","-","","","","","","ONLINE","","51","0005906523","P / BI CHENG WU"
"A1","605","LEC","001","1","-","","","","","","ONLINE","","51","0000608997","P / JOHN GILLETT"
"A1","605","LEC","002","1","-","","","","","","ONLINE","","15","0006315817","P / KEITH LEVIN"
"A1","605","LEC","002","1","-","","","","","","ONLINE","","15","0005906523","P / BI CHENG WU"
"A1","609","LEC","001","1","-","","","","","","ONLINE","","27","0001426304","P / ZHANG CHUNMING"
"A1","609","DIS","311","1","19:30 - 20:45","","R","","","","ONLINE","","27","0005514561","P / MUHONG GAO"
"A1","610","LEC","001","1","-","","","","","","ONLINE","","23","0006176657","P / NICOLAS GARCIA TRILLOS"
"A1","610","DIS","313","1","19:30 - 20:45","T","","","","","ONLINE","","23","0003930288","P / JOHN FOGG"
