"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  LINGUISTICS (550)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","101","LEC","001","1","-","","","","","","ONLINE","351","295","0000950705","P / REBECCA SHIELDS"
"A1","101","DIS","401","1","11:00 - 11:50","","R","","","","ONLINE","30","21","0006087783","P / SARAH HOLMSTROM"
"A1","101","DIS","402","1","12:05 - 12:55","","R","","","","ONLINE","27","23","0006218361","P / SONG JING"
"A1","101","DIS","403","1","08:50 - 09:40","","","F","","","ONLINE","30","28","0004918407","P / SARA ASHER"
"A1","101","DIS","404","1","09:55 - 10:45","","R","","","","ONLINE","29","25","0006218361","P / SONG JING"
"A1","101","DIS","405","1","12:05 - 12:55","","","F","","","ONLINE","30","24","0006087783","P / SARAH HOLMSTROM"
"A1","101","DIS","406","1","09:55 - 10:45","","","F","","","ONLINE","30","26","0004918407","P / SARA ASHER"
"A1","101","DIS","407","1","11:00 - 11:50","","","F","","","ONLINE","26","22","0006218361","P / SONG JING"
"A1","101","DIS","408","1","12:05 - 12:55","","","F","","","ONLINE","30","26","0006218361","P / SONG JING"
"A1","101","DIS","409","1","08:50 - 09:40","","R","","","","ONLINE","30","23","0006087783","P / SARAH HOLMSTROM"
"A1","101","DIS","410","1","12:05 - 12:55","","R","","","","ONLINE","30","27","0006087783","P / SARAH HOLMSTROM"
"A1","101","DIS","411","1","11:00 - 11:50","","","F","","","ONLINE","29","25","0004918407","P / SARA ASHER"
"A1","101","DIS","412","1","12:05 - 12:55","","","F","","","ONLINE","30","25","0004918407","P / SARA ASHER"
"A1","301","LEC","001","1","-","","","","","","ONLINE","351","45","0000950705","P / REBECCA SHIELDS"
"A1","301","DIS","401","1","11:00 - 11:50","","R","","","","ONLINE","30","7","0006087783","P / SARAH HOLMSTROM"
"A1","301","DIS","402","1","12:05 - 12:55","","R","","","","ONLINE","27","2","0006218361","P / SONG JING"
"A1","301","DIS","403","1","08:50 - 09:40","","","F","","","ONLINE","30","2","0004918407","P / SARA ASHER"
"A1","301","DIS","404","1","09:55 - 10:45","","R","","","","ONLINE","29","3","0006218361","P / SONG JING"
"A1","301","DIS","405","1","12:05 - 12:55","","","F","","","ONLINE","30","6","0006087783","P / SARAH HOLMSTROM"
"A1","301","DIS","406","1","09:55 - 10:45","","","F","","","ONLINE","30","1","0004918407","P / SARA ASHER"
"A1","301","DIS","407","1","11:00 - 11:50","","","F","","","ONLINE","26","4","0006218361","P / SONG JING"
"A1","301","DIS","408","1","12:05 - 12:55","","","F","","","ONLINE","30","4","0006218361","P / SONG JING"
"A1","301","DIS","409","1","08:50 - 09:40","","R","","","","ONLINE","30","6","0006087783","P / SARAH HOLMSTROM"
"A1","301","DIS","410","1","12:05 - 12:55","","R","","","","ONLINE","30","3","0006087783","P / SARAH HOLMSTROM"
"A1","301","DIS","411","1","11:00 - 11:50","","","F","","","ONLINE","29","4","0004918407","P / SARA ASHER"
"A1","301","DIS","412","1","12:05 - 12:55","","","F","","","ONLINE","30","3","0004918407","P / SARA ASHER"
"A1","309","LEC","001","1","11:00 - 12:15","T","R","","","","ONLINE","","14","0002600080","P / YAFEI LI"
"A1","310","LEC","001","1","11:00 - 11:50","M","W","F","","","0482 0231","47","33","0004183452","P / ERIC RAIMY"
"A1","330","LEC","001","1","14:30 - 15:45","T","R","","","","ONLINE","","30","0002600080","P / YAFEI LI"
