"TERM:  1212","","","","","","","","","","","","","","","",""
"COLLEGE:  HEC","","","","","","","","","","","","","","","",""
"SUBJECT:  CONSUMER SCIENCE (271)","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T
W","R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","","ENRN","TOT","",""
"A1","111","LEC","004","1","-","","","","","","","ONLINE","","131","0005355510","P / LINDA FRANCETIC LEPE"
"A1","173","LEC","001","1","-","","","","","","","ONLINE","118","114","0005450750","P / CHRISTINE WHELAN"
"A1","173","DIS","301","1","-","","","","","","","ONLINE","31","29","0005176938","P / WILLEM HOUTS"
"A1","173","DIS","301","1","-","","","","","","","ONLINE","31","29","0005450750","S / CHRISTINE WHELAN"
"A1","173","DIS","302","1","-","","","","","","","ONLINE","28","27","0005450750","S / CHRISTINE WHELAN"
"A1","173","DIS","302","1","-","","","","","","","ONLINE","28","27","0005176938","P / WILLEM HOUTS"
"A1","173","DIS","303","1","-","","","","","","","ONLINE","30","29","0006286770","P / JUNG MIN PARK"
"A1","173","DIS","303","1","-","","","","","","","ONLINE","30","29","0005450750","S / CHRISTINE WHELAN"
"A1","173","DIS","304","1","-","","","","","","","ONLINE","29","29","0005450750","S / CHRISTINE WHELAN"
"A1","173","DIS","304","1","-","","","","","","","ONLINE","29","29","0006286770","P / JUNG MIN PARK"
"A1","201","LEC","001","1","-","","","","","","","ONLINE","","150","0005717856","X / LINDIANDIAN YI"
"A1","201","LEC","001","1","-","","","","","","","ONLINE","","150","0005450745","P / FENABA ADDO"
"A1","250","LEC","001","1","12:05 - 12:55","","W","","","","","ONLINE","","121","0004255649","P / GERALD O BRIEN"
"A1","251","LEC","001","1","12:05 - 12:55","M","","","","","","ONLINE","","108","0005355510","P / LINDA FRANCETIC LEPE"
"A1","257","LEC","001","1","-","","","","","","","ONLINE","","128","0005315426","P / NANCY MURRAY"
"A1","273","LEC","001","1","-","","","","","","","ONLINE","","37","0006236760","P / MEGAN BEA"
"A1","273","LEC","001","1","14:30 - 15:45","M","W","","","","","ONLINE","","37","0006288899","X / ASUDE AYDAGUL"
"A1","275","LEC","001","1","-","","","","","","","ONLINE","","89","0005355510","P / LINDA FRANCETIC LEPE"
"A1","275","LEC","002","1","-","","","","","","","ONLINE","","93","0006313312","P / MELODY HARVEY"
"A1","299","IND","078","1","-","","","","","","","","","1","0004439710","P / LYDIA ASHTON"
"A1","301","LEC","001","1","11:00 - 12:15","","T","R","","","","ONLINE","","94","0005930881","X / XIANGCHEN LIU"
"A1","301","LEC","001","1","11:00 - 12:15","","T","R","","","","ONLINE","","94","0003908511","P / CHRISTINA ZHANG"
"A1","321","LEC","001","1","-","","","","","","","ONLINE","","185","0003812585","P / LISA ANDREWS"
"A1","355","LEC","001","1","14:25 - 16:55","M","","","","","","ONLINE","","28","0005557293","P / MARGARET OLIVE"
"A1","477","LEC","001","1","-","","","","","","","ONLINE","","49","0005326009","P / JORDAN VAN RIJN"
"A1","477","LEC","001","1","-","","","","","","","ONLINE","","49","0004439710","S / LYDIA ASHTON"
"A1","555","LEC","001","1","-","","","","","","","ONLINE","","77","0003044181","P / HALLEY JONES"
"A1","561","LEC","001","1","14:30 - 15:45","M","W","","","","","ONLINE","","43","0000540869","P / PATRICIA SIGLER"
"A1","562","LEC","001","1","16:00 - 17:15","M","W","","","","","ONLINE","","45","0000540869","P / PATRICIA SIGLER"
