"TERM:  1212","","","","","","","","","","","","","","",""
"COLLEGE:  MED","","","","","","","","","","","","","","",""
"SUBJECT:  MEDICAL HISTORY AND BIOETHICS (452)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M","T","W","R","F
S","FACILITY
X","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","132","LEC","001","3","13:20 - 14:10","M","","W","","","ONLINE","203","72","0002600084","P / LYNN NYHART"
"A1","132","DIS","301","3","07:45 - 08:35","","","","R","","0482 0215","11","4","0006090664","P / SABRINA MANERO"
"A1","132","DIS","302","3","08:50 - 09:40","","","","R","","0482 0215","12","3","0006090664","P / SABRINA MANERO"
"A1","132","DIS","303","3","12:05 - 12:55","","","","R","","ONLINE","22","10","0006090664","P / SABRINA MANERO"
"A1","132","DIS","304","3","13:20 - 14:10","","","","R","","ONLINE","22","9","0005519168","P / EMILY HUTCHESON"
"A1","132","DIS","305","3","17:40 - 18:30","","","","R","","0482 0155","11","2","0003975262","P / MONICA LEDESMA"
"A1","132","DIS","306","3","18:45 - 19:35","","","","R","","0482 0155","12","5","0003975262","P / MONICA LEDESMA"
"A1","132","DIS","307","3","12:05 - 12:55","","","","","F","ONLINE","24","7","0003975262","P / MONICA LEDESMA"
"A1","132","DIS","308","3","07:45 - 08:35","","","","","F","0482 0155","11","5","0005161603","P / JEFFREY GUARNERI"
"A1","132","DIS","309","3","11:00 - 11:50","","","","","F","ONLINE","24","8","0006090664","P / SABRINA MANERO"
"A1","132","DIS","310","3","08:50 - 09:40","","","","","F","0482 0155","13","6","0005161603","P / JEFFREY GUARNERI"
"A1","132","DIS","311","3","13:20 - 14:10","","","","","F","ONLINE","16","1","0003975262","P / MONICA LEDESMA"
"A1","132","DIS","312","3","13:20 - 14:10","","","","","F","ONLINE","25","12","0005519168","P / EMILY HUTCHESON"
"A1","231","LEC","001","1","11:00 - 12:15","","T","","R","","ONLINE","29","24","0005167403","P / PABLO GOMEZ"
"A1","534","LEC","001","1","13:00 - 14:15","","T","","R","","ONLINE","24","9","0006149726","P / KAROLA KREITMAIR"
"A1","545","LEC","001","1","16:00 - 18:00","","","W","","","ONLINE","","6","0002600479","P / NORMAN FOST"
"A1","565","LEC","001","1","14:30 - 15:45","M","","W","","","ONLINE","27","20","0003090528","P / ROBERT STREIFFER"
"A1","599","IND","001","3","-","","","","","","","2","2","0005340935","P / NICOLE NELSON"
"A1","699","IND","003","1","-","","","","","","","","1","0003090528","P / ROBERT STREIFFER"
"A1","699","IND","005","1","-","","","","","","","","1","0006149726","P / KAROLA KREITMAIR"
"A1","699","IND","006","1","-","","","","","","","","1","0003477628","P / RICHARD KELLER"
"017","741","SEM","001","1","14:55 - 17:00","M","T","W","R","F","ONLINE","","10","0004704115","P / JAMES KELLEHER"
"088","890","IND","101","1","-","","","","","","","","1","0005340935","P / NICOLE NELSON"
"A1","919","LEC","001","1","-","","","","","","ONLINE","8","1","0001016446","P / SUSAN LEDERER"
