"COLLEGE:  L&S","","","","","","","","","","","","","","",""
"SUBJECT:  FRENCH (FRENCH AND ITALIAN) (400)","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","COMB","ENRL","",""
"SESS","CAT","COMP","SECT","OFFER","Time","M
T","W
R","F","S","X","FACILITY","","","EMPLID","Instructor role / name"
"","","","","","","","","","","","","ENRN","TOT","",""
"A1","271","LEC","011","1","13:20 - 14:10","M","W","F","","","ONLINE","21","16","0005014524","P / JEFFREY THOMAS"
"A1","271","LEC","012","1","14:30 - 15:45","T","R","","","","ONLINE","19","15","0004384099","P / NEVINE EL-NOSSERY"
"A1","271","LEC","013","1","14:30 - 15:45","T","R","","","","ONLINE","13","8","0004493396","P / ERIC WISTROM"
"A1","271","DIS","301","1","14:25 - 15:15","M","","","","","ONLINE","","5","0005014524","P / JEFFREY THOMAS"
"A1","271","DIS","302","1","15:55 - 16:45","T","","","","","ONLINE","","4","0004384099","P / NEVINE EL-NOSSERY"
"A1","271","DIS","303","1","15:55 - 16:45","T","","","","","ONLINE","","5","0004493396","P / ERIC WISTROM"
"A1","311","LEC","001","1","11:00 - 12:15","T","R","","","","0055 2104","","26","0003476310","P / ANNE THEOBALD"
"A1","313","LEC","001","1","09:30 - 10:45","T","R","","","","ONLINE","30","29","0000838903","P / MERRITT DEITZ"
"A1","321","LEC","001","1","12:05 - 12:55","","W","","","","ONLINE","","19","0000710873","P / EWA MIERNOWSKA"
"A1","322","LEC","001","1","14:30 - 15:45","T","R","","","","ONLINE","","31","0002600937","P / RICHARD GOODKIN"
"A1","347","LEC","001","1","09:55 - 10:45","","W","","","","0402 0132","","17","0003012375","P / JAN MIERNOWSKI"
"A1","464","LEC","001","1","13:00 - 14:15","T","R","","","","0470 0107","21","12","0002600453","P / ANNE VILA"
"A1","615","LEC","001","1","15:00 - 16:15","T","R","","","","ONLINE","","7","0002600331","P / MARTINE DEBAISIEUX"
"A1","616","LEC","001","1","11:00 - 12:15","T","R","","","","0482 0394","","7","0000838903","P / MERRITT DEITZ"
"A1","631","LEC","001","1","13:00 - 14:15","T","R","","","","0470 0107","21","9","0002600453","P / ANNE VILA"
"A1","639","LEC","001","1","16:30 - 17:45","T","R","","","","ONLINE","","7","0002600331","P / MARTINE DEBAISIEUX"
"A1","699","IND","013","1","-","","","","","","","","1","0003012375","P / JAN MIERNOWSKI"
"A1","793","FLD","001","1","-","","","","","","","","11","0000838903","P / MERRITT DEITZ"
"A1","799","IND","004","1","-","","","","","","","","1","0002600331","P / MARTINE DEBAISIEUX"
"A1","799","IND","019","1","-","","","","","","","","1","0002600453","P / ANNE VILA"
"A1","799","IND","024","1","-","","","","","","","","18","0000838903","P / MERRITT DEITZ"
"A1","799","IND","037","1","-","","","","","","","","2","0004946377","P / HEATHER ALLEN"
"A1","799","IND","041","1","-","","","","","","","","1","0004954723","P / JENNIFER GIPSON"
"A1","804","SEM","001","5","16:00 - 18:30","T","","","","","ONLINE","13","0","0005920812","P / ADAM STERN"
"A1","820","LEC","001","1","10:00 - 12:00","","","F","","","ONLINE","6","2","0003979887","P / LOREN EADIE"
"A1","821","LEC","001","1","10:00 - 12:00","","","F","","","ONLINE","6","0","0003979887","P / LOREN EADIE"
"A1","901","LEC","001","1","13:00 - 14:15","T","R","","","","ONLINE","","10","0000838903","P / MERRITT DEITZ"
"A1","947","SEM","001","1","15:30 - 17:30","M","","","","","0482 0394","","9","0003012375","P / JAN MIERNOWSKI"
"A1","990","IND","004","1","-","","","","","","","","1","0002600331","P / MARTINE DEBAISIEUX"
