"PEDIATRICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","",""
"Hematol-Oncology Clerk-CSC","Course Total","","2","***","","","","","","","","","","","","","","","",""
"966","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"966","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"966","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"966","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Sports Med-CSC","Course Total","","4","***","","","","","","","","","","","","","","","",""
"990","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","074","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","076","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","203","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","204","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","8","4.000","37.5",".",".",".",".",".",".","50.0",".",".",".",".",".",".","12.5","."
