"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"SOCIOLOGY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","","",""
"Public Hlth-Rural & Urban Comm","533","001","","15","3.577","33.3","33.3","20.0",".",".",".",".",".",".",".",".",".","13.3",".",".","."
"Talk and Social Interaction","535","001","","16","2.719","31.3","6.3","31.3",".","12.5","6.3","12.5",".",".",".",".",".",".",".",".","."
"Soc-Int'l Dev, Envir&Sustain","540","001","","7","3.400","57.1",".",".",".",".","14.3",".",".",".",".",".",".","28.6",".",".","."
"Community Organization&Change","573","001","","17","3.794","88.2","5.9",".",".",".","5.9",".",".",".",".",".",".",".",".",".","."
"Poverty and Place","578","001","","11","3.450","18.2","45.5","27.3",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Gender, Science & Technology","611","001","","10","2.600","50.0",".","10.0",".","10.0","10.0","20.0",".",".",".",".",".",".",".",".","."
"Soc:Devlp Societies/3rd Wld","630","001","","28","3.320","25.0","28.6","21.4","7.1","7.1",".",".","10.7",".",".",".",".",".",".",".","."
"Sociology of Law","641","001","","26","3.060","23.1","26.9","15.4","15.4","7.7","7.7",".",".",".",".",".",".","3.8",".",".","."
"Race and Ethnic Relations","646","001","","20","2.776","20.0","20.0","5.0","25.0","10.0","15.0",".",".",".",".",".",".","5.0",".",".","."
"Population and Society","663","001","","18","3.491","50.0","22.2","5.6","22.2",".",".",".",".",".",".",".",".",".",".",".","."
"","682","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","","Course Total","","3","***","","","","","","","","","","","","","","","",""
"Senior Thesis","692","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Analysis & Research","693","001","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Crimnl Justice Fld Observtn","694","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","087","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"InterSocPsych-Group&Collect","731","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"EmethodologyConvAnalysis","735","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Classical Theory","773","001","","24","3.563","54.2","29.2","12.5",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"Special Topics","875","001","","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","901","001","","6","4.000","16.7",".",".",".",".",".",".","33.3",".",".",".",".","50.0",".",".","."
"","901","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr: Topics in Current Soc","","Course Total","","8","4.000","12.5",".",".",".",".",".",".","50.0",".",".",".",".","37.5",".",".","."
"Smr-Sociology of Education","908","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Teaching Sociology","910","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Sociological Theory","915","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Political Sociology","924","001","","13","3.818","53.8","30.8",".",".",".",".",".","7.7",".",".",".",".","7.7",".",".","."
"Smr:Topics-Demography&Ecol","971","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research: Economic Sociology","983","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch:Sociol of Gender Trainees","984","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch: Race & Ethnic Studies","987","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"July 26, 2015","","","","","","","","","","","","","","","","","","","","Page 319 of 430",""
