"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"Methods-Social Wrk Research","650
001","78","2.923","17.9","28.2","21.8","12.8","10.3","3.8","5.1",".",".",".",".",".",".",".",".","."
"","656
001","27","3.616","63.0","29.6",".","3.7",".",".","3.7",".",".",".",".",".",".",".",".","."
"","656
030","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fam Prac-Foster & Kinship Care","Course Total","36","3.661","66.7","25.0","2.8","2.8",".",".","2.8",".",".",".",".",".",".",".",".","."
"Intl Aspects of Social Work","659
001","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","665
001","20","3.818","75.0","20.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","672
001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
011","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","6","3.154","50.0","33.3",".",".",".",".","16.7",".",".",".",".",".",".",".",".","."
"Human Behavior & Environmnt","711
030","41","3.463","24.4","58.5","7.3","4.9","4.9",".",".",".",".",".",".",".",".",".",".","."
"","742
010","30","3.431","26.7","43.3","13.3","13.3",".",".",".",".",".",".",".",".","3.3",".",".","."
"","020
742","24","3.667","58.3","25.0","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"Assess&Treat Chld&Adolescnt","Course Total","54","3.538","40.7","35.2","11.1","11.1",".",".",".",".",".",".",".",".","1.9",".",".","."
"","746
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","746
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd","Course Total","3","***","","","","","","","","","","","","","","","",""
"","801
001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
003","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","011
801","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
012","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
013","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
014","17","4.000","88.2",".",".",".",".",".",".",".",".",".",".",".","11.8",".",".","."
"","801
015","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","021
801","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","022
801","12","3.957","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
023","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
025","13","3.769","53.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","026
801","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
027","13","3.654","46.2","38.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","028
801","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Pract/Integrat Smr IV","Course Total","174","3.936","86.2","10.9","1.7",".",".",".",".",".",".",".",".",".","1.1",".",".","."
"","821
001","25","3.900","84.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
821","15","3.533","40.0","26.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","821
020","13","3.808","61.5","38.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Aging and Mental Health","Course Total","53","3.774","66.0","22.6","11.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mental Hlth Policies&Services","836
001","33","3.924","84.8","15.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","840
001","29","3.828","65.5","34.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
