"","930
008","6","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"","930
009","11","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"","930
010","14","4.000","100.0",".",".",".","",".","",".","",".",".",".","",".",".","",".","","",".",".",".","."
"Adv Cardiac Life Supprt (ACLS)","Course Total","56","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"ANESTHES
148","Dept. Total","141","3.617","54.6","13.5","17.7","0.7","",".","",".","",".","5.7","",".",".","",".","",".","",".",".","7.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","3","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","27","3.526","22.2","29.6","18.5",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","29.6","."
"Prof Yr 4","","111","3.635","62.2","9.9","18.0","0.9","",".","",".","",".","6.3","",".",".","",".","",".","",".",".","2.7","."
"Professionals","","141","3.617","54.6","13.5","17.7","0.7","",".","",".","",".","5.7","",".",".","",".","",".","",".",".","7.8","."
"","Dept. Total","141","3.617","54.6","13.5","17.7","0.7","",".","",".","",".","5.7","",".",".","",".","",".","",".",".","7.8","."
