"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ECONOMICS","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"296
ECON","","","","","","","","","","","","","","","","","","","","",""
"Econ Probs-Developing Areas","474","001","","45","3.478","33.3","37.8","24.4",".","4.4",".",".",".",".",".",".",".",".",".",".","."
"Economics of Growth","475","001","","38","3.211","28.9","15.8","36.8","5.3","13.2",".",".",".",".",".",".",".",".",".",".","."
"Markets with Frictions","503","001","","45","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Game Theory & Economic Anal","521","001","","51","3.089","23.5","17.6","33.3","13.7","3.9","5.9",".",".",".",".",".",".","2.0",".",".","."
"Economics of Health Care","548","001","","34","3.132","11.8","29.4","44.1","2.9","11.8",".",".",".",".",".",".",".",".",".",".","."
"Honors-Research Proj Design","580","001","","15","3.633","60.0","13.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Honors Thesis","581","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Population and Society","663","001","","8","3.125","12.5","50.0","25.0",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"Energy Economics","671","001","","12","3.273","33.3","25.0","8.3","8.3","16.7",".",".","8.3",".",".",".",".",".",".",".","."
"","699","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Macroeconomics I","702","001","","70","3.616","54.3","22.9","12.9","7.1","1.4",".",".","1.4",".",".",".",".",".",".",".","."
"Econometrics II","705","001","","66","3.447","28.8","34.8","33.3","3.0",".",".",".",".",".",".",".",".",".",".",".","."
"Microeconomics II","708","001","","67","3.313","13.4","37.3","47.8","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"Econ Stats & Econometrics 2","710","001","","52","3.194","17.3","19.2","48.1","11.5","1.9",".",".",".",".",".",".",".",".","1.9",".","."
"Thry: Microeconomics Seqnce","713","001","","42","3.220","28.6","11.9","45.2","7.1","2.4",".","2.4",".",".",".",".",".",".","2.4",".","."
"Thry: Macroeconomics Seqnce","714","001","","26","3.442","34.6","38.5","11.5","11.5","3.8",".",".",".",".",".",".",".",".",".",".","."
"Econometric Methods","716","001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Monetary & Financial Theory","735","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Finance & Fiscal Pol","741","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Institutn Aspect-Labor Econ","751","001","","7","4.000","71.4",".",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"Industrial Organizat Theory","761","001","","18","3.912","83.3","5.6","5.6",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"Intro-Bayesian Decisn&Cntrl","775","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Microeconomic Theory II","806","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Economics","848","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv International Economics","872","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Recent Advances-Economics","899","002","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Economic Theory","902","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Industrl Organizatn","904","001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Econometrics","914","001","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Workshop in Labor Economics","956","001","","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Quantitatve Macro-Econ Anal","966","001","","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop - Public Economics","969","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wrkshp-Internatl Economics","978","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","","Course Total","","3","***","","","","","","","","","","","","","","","",""
