"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"812","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","26","3.385","30.8","19.2","46.2","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","27","3.368","29.6","18.5","44.4","7.4",".",".",".",".",".",".",".",".",".",".",".","."
"902","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"902","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"902","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"MSTP Phys-Sci Preceptorship","Course Total","","3","***","","","","","","","","","","","","","","","",""
"910","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","2","***","","","","","","","","","","","","","","","",""
"915
Clinical Therapeutics","081","","105","4.000","1.0",".",".",".",".",".",".","99.0",".",".",".",".",".",".",".","."
"916","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Palliative Care","Course Total","","13","3.769","61.5","30.8","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"917
Rsch-Tobacco Preventn&Cessatn","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"918
Hlth Informatics-Med Students","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","008","","11","3.667","18.2",".","9.1",".",".",".",".","72.7",".",".",".",".",".",".",".","."
"919","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","19","3.808","42.1","10.5","5.3",".",".",".",".","42.1",".",".",".",".",".",".",".","."
"920","041","","11","3.727","54.5","36.4","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","19","3.868","73.7","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","043","","17","3.706","52.9","35.3","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","044","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","59","3.771","61.0","32.2","6.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"921","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","3","***","","","","","","","","","","","","","","","",""
"930","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Women's Health in Primary Care","Course Total","","3","***","","","","","","","","","","","","","","","",""
"931
Geriatric Med-Milwaukee","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
