"","961
042","","3","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","961
043","","4","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","961
044","","1","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"EM Elective - Advanced","Course Total","","11","3.864","72.7","27.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"EMER MED
330","Dept. Total","","31","3.773","51.6","48.4","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"330
EMER MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","11","3.750","45.5","54.5","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","19","3.790","57.9","42.1","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","31","3.773","51.6","48.4","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","31","3.773","51.6","48.4","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
