"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"100
Intro to Nursing Profession","001","","21","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"105
Health Care: Intrdis Appr","001","","130","3.864","89.2","3.8","3.1","1.5",".",".","1.5",".",".",".",".",".","0.8",".",".","."
"302","001","","128","3.977","95.3","4.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"302","002","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Systematic Investigtn","Course Total","","138","3.975","94.9","5.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"312
Hum Response-Hlth & Illness II","001","","149","3.000","2.7","24.8","47.7","19.5","5.4",".",".",".",".",".",".",".",".",".",".","."
"319
Nurs Care-Inpatient Setting","001","","149","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"322
Community Health Nursing","001","","66","3.886","84.8","7.6","7.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"332
Fam-cent Perinatl&Ped Nrsng","001","","150","3.783","58.7","39.3","2.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"401
Legal&Social Forces-Nursing","001","","150","3.473","22.7","52.7","22.0","2.0","0.7",".",".",".",".",".",".",".",".",".",".","."
"415
Org Influence-Interdis Prac","001","","150","3.957","94.0","4.0","1.3","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"419
Clin III-Com Hlth Nurs Prac","001","","64","3.930","93.8","1.6","1.6","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"422
Adv Concepts-Nurs Practice","001","","85","3.282","11.8","43.5","35.3","8.2","1.2",".",".",".",".",".",".",".",".",".",".","."
"449
Persons&Family/Complx Needs","001","","85","3.929","95.3","2.4","1.2",".",".",".","1.2",".",".",".",".",".",".",".",".","."
"470","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"470","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"School Nursing and Comm Hlth","Course Total","","6","3.438","16.7","66.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"510
Culturally Congruent Practice","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590","002","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"590","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemp Practices-Nursing","Course Total","","19","3.935","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","001","","27","3.963","92.6","7.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"601","002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Assessment","Course Total","","32","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"605
Phrmcotherpeut-Adv Prac Nurses","001","","29","3.948","89.7","10.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"655
Psychopharmacololgy for APNs","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","062","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","15","3.977","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","4","***","","","","","","","","","","","","","","","",""
