"MED","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","Section
#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","",""
"PHMCOL-M
724","69
Dept. Total","3.953","53.6","2.9","1.4","",".","",".","",".","",".","39.1","",".",".",".","2.9",".",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Graduate","66","3.947","53.0","3.0","1.5","",".","",".","",".","",".","39.4","",".",".",".","3.0",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
69","3.953","53.6","2.9","1.4","",".","",".","",".","",".","39.1","",".",".",".","2.9",".",".",".","."
