"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"936","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"936","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"936","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"936","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Medical Oncology Clinics","Course Total","","4","***","","","","","","","","","","","","","","","",""
"940","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"940","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Allergy & Clinical Immunology","Course Total","","4","***","","","","","","","","","","","","","","","",""
"942","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"942","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Electrophys-Milwaukee","Course Total","","2","***","","","","","","","","","","","","","","","",""
"943","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiology Consultation Serv","Course Total","","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"945","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"945","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"945","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"945","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Acute Care Med Cardiol-Milw","Course Total","","4","***","","","","","","","","","","","","","","","",""
"949
AdultCarDiseaseClerk-Mshfld","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"951
Ambulatory Cardiology","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"953","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"953","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","Course Total","","18","4.000","94.4",".",".",".",".",".",".",".",".",".",".",".",".",".","5.6","."
"954
Dermatology Clerk-Marshfld","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"962","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship","Course Total","","2","***","","","","","","","","","","","","","","","",""
"964","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"964","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"GI/Hepatology Subint-Mshfld","Course Total","","2","***","","","","","","","","","","","","","","","",""
"965","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"965","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
